regionid,dnoregion,shortname,from,to,forecast,index,fuel-biomass,fuel-coal,fuel-imports,fuel-gas,fuel-nuclear,fuel-other,fuel-hydro,fuel-solar,fuel-wind
13,UKPN London,London,2020-02-01T11:30Z,2020-02-01T12:00Z,151,low,0.8,0,61.6,14.2,0.6,0,2.2,6.6,14
13,UKPN London,London,2020-02-01T12:00Z,2020-02-01T12:30Z,165,moderate,0,0,63,14.6,0,0,2.1,7.2,13.1
13,UKPN London,London,2020-02-01T12:30Z,2020-02-01T13:00Z,176,moderate,0,0,61.5,15.1,0,0,2.2,7.4,13.8
13,UKPN London,London,2020-02-01T13:00Z,2020-02-01T13:30Z,120,low,0,0,56,16,0.9,0,2.3,8.2,16.6
13,UKPN London,London,2020-02-01T13:30Z,2020-02-01T14:00Z,62,low,0,0,0,0,0,0,0,100,0
13,UKPN London,London,2020-02-01T14:00Z,2020-02-01T14:30Z,0,very low,100,0,0,0,0,0,0,0,0
13,UKPN London,London,2020-02-01T14:30Z,2020-02-01T15:00Z,-1,very low,100,0,0,0,0,0,0,0,0
13,UKPN London,London,2020-02-01T15:00Z,2020-02-01T15:30Z,-1,very low,100,0,0,0,0,0,0,0,0
13,UKPN London,London,2020-02-01T15:30Z,2020-02-01T16:00Z,-1,very low,100,0,0,0,0,0,0,0,0
13,UKPN London,London,2020-02-01T16:00Z,2020-02-01T16:30Z,-1,very low,100,0,0,0,0,0,0,0,0
13,UKPN London,London,2020-02-01T16:30Z,2020-02-01T17:00Z,-1,very low,100,0,0,0,0,0,0,0,0
13,UKPN London,London,2020-02-01T17:00Z,2020-02-01T17:30Z,62,low,100,0,0,0,0,0,0,0,0
13,UKPN London,London,2020-02-01T17:30Z,2020-02-01T18:00Z,127,low,0,0,56,23.4,0.4,0,1.9,0.3,18
13,UKPN London,London,2020-02-01T18:00Z,2020-02-01T18:30Z,195,moderate,0,0,58.6,22.3,0.3,0,1.8,0.1,16.9
13,UKPN London,London,2020-02-01T18:30Z,2020-02-01T19:00Z,201,moderate,0,0,60,22.1,0.4,0,1.6,0,15.9
13,UKPN London,London,2020-02-01T19:00Z,2020-02-01T19:30Z,209,moderate,0,0,58.7,24.2,0.5,0,1.4,0,15.2
13,UKPN London,London,2020-02-01T19:30Z,2020-02-01T20:00Z,214,moderate,0,0,57.3,26.1,0.6,0,1.3,0,14.7
13,UKPN London,London,2020-02-01T20:00Z,2020-02-01T20:30Z,216,moderate,0,0,57,27,0.5,0,1.3,0,14.2
13,UKPN London,London,2020-02-01T20:30Z,2020-02-01T21:00Z,214,moderate,0,0,57.7,26,0.7,0,1.3,0,14.3
13,UKPN London,London,2020-02-01T21:00Z,2020-02-01T21:30Z,209,moderate,0,0,58.5,24,1.2,0,1.3,0,15
13,UKPN London,London,2020-02-01T21:30Z,2020-02-01T22:00Z,202,moderate,0,0,59.2,22,1.9,0,1.3,0,15.6
13,UKPN London,London,2020-02-01T22:00Z,2020-02-01T22:30Z,197,moderate,0,0,60.3,20.3,2.3,0,1.3,0,15.8
13,UKPN London,London,2020-02-01T22:30Z,2020-02-01T23:00Z,194,moderate,0,0,60.1,19.6,2.9,0,1.3,0,16.1
13,UKPN London,London,2020-02-01T23:00Z,2020-02-01T23:30Z,191,moderate,0,0,59.3,19.3,3.6,0,1.2,0,16.6
13,UKPN London,London,2020-02-01T23:30Z,2020-02-02T00:00Z,190,moderate,0,0,57.4,19.8,4.4,0,1.2,0,17.2
13,UKPN London,London,2020-02-02T00:00Z,2020-02-02T00:30Z,190,moderate,0,0,56.4,20.6,4.6,0,1.2,0,17.2
13,UKPN London,London,2020-02-02T00:30Z,2020-02-02T01:00Z,192,moderate,0,0,54.2,22,5.2,0,1.2,0,17.4
13,UKPN London,London,2020-02-02T01:00Z,2020-02-02T01:30Z,193,moderate,0,0,52.7,23.2,5.6,0,1.2,0,17.3
13,UKPN London,London,2020-02-02T01:30Z,2020-02-02T02:00Z,194,moderate,0,0,51.3,23.4,6.7,0,1.1,0,17.5
13,UKPN London,London,2020-02-02T02:00Z,2020-02-02T02:30Z,196,moderate,0,0,52.4,23.4,6.9,0,1.1,0,16.2
13,UKPN London,London,2020-02-02T02:30Z,2020-02-02T03:00Z,204,moderate,0,0,55.7,23.1,6.1,0,1.1,0,14
13,UKPN London,London,2020-02-02T03:00Z,2020-02-02T03:30Z,216,moderate,1.9,0.3,59.4,24.9,2.4,0,1.2,0,9.9
13,UKPN London,London,2020-02-02T03:30Z,2020-02-02T04:00Z,226,moderate,3.7,0.5,60.6,26.6,0,0,1.2,0,7.4
13,UKPN London,London,2020-02-02T04:00Z,2020-02-02T04:30Z,229,moderate,4.3,0.6,59.4,27.2,0.2,0,1.3,0,7
13,UKPN London,London,2020-02-02T04:30Z,2020-02-02T05:00Z,229,moderate,5,0.7,58.2,27.8,0.4,0,1.3,0,6.6
13,UKPN London,London,2020-02-02T05:00Z,2020-02-02T05:30Z,228,moderate,5.3,0.8,57.2,27.9,0.7,0,1.4,0,6.7
13,UKPN London,London,2020-02-02T05:30Z,2020-02-02T06:00Z,225,moderate,6.2,0.9,54,28.7,1.4,0,1.5,0,7.3
13,UKPN London,London,2020-02-02T06:00Z,2020-02-02T06:30Z,220,moderate,7.4,1.1,50.1,29.1,2.1,0,1.6,0,8.6
13,UKPN London,London,2020-02-02T06:30Z,2020-02-02T07:00Z,215,moderate,9.1,1.4,45.2,29.4,3,0,1.7,0,10.2
13,UKPN London,London,2020-02-02T07:00Z,2020-02-02T07:30Z,210,moderate,10.6,1.6,41.4,29.2,3.7,0,1.8,0,11.7
13,UKPN London,London,2020-02-02T07:30Z,2020-02-02T08:00Z,206,moderate,11.7,1.8,37.5,29.4,4.5,0,1.9,0,13.2
13,UKPN London,London,2020-02-02T08:00Z,2020-02-02T08:30Z,202,moderate,11.6,1.8,34.1,28.7,6.6,0,1.9,0.1,15.2
13,UKPN London,London,2020-02-02T08:30Z,2020-02-02T09:00Z,199,moderate,11.4,1.8,32.7,28.1,7.3,0,1.9,0.2,16.6
13,UKPN London,London,2020-02-02T09:00Z,2020-02-02T09:30Z,253,moderate,19.1,2.1,21.2,42.6,4.7,0,1.8,0.6,7.9
13,UKPN London,London,2020-02-02T09:30Z,2020-02-02T10:00Z,252,moderate,19,2.4,19.5,43.4,4.4,0,2.2,1,8.1
13,UKPN London,London,2020-02-02T10:00Z,2020-02-02T10:30Z,241,moderate,17.1,1.5,25.4,40.2,3.2,0,1.9,1.3,9.4
13,UKPN London,London,2020-02-02T10:30Z,2020-02-02T11:00Z,236,moderate,16.7,1.6,26.3,38.4,3.1,0,2.1,1.9,9.9
13,UKPN London,London,2020-02-02T11:00Z,2020-02-02T11:30Z,235,moderate,15.4,2.3,30.4,34.6,2.5,0,2.1,2.4,10.3
13,UKPN London,London,2020-02-02T11:30Z,2020-02-02T12:00Z,233,moderate,16.8,2.7,26.9,34.4,3.2,0,2.5,3,10.5
13,UKPN London,London,2020-02-02T12:00Z,2020-02-02T12:30Z,229,moderate,14.6,3.2,27.5,33.5,4.2,0,2.4,3.2,11.4
13,UKPN London,London,2020-02-02T12:30Z,2020-02-02T13:00Z,223,moderate,13.9,3.2,33,29.9,2.9,0,1.8,3.3,12
13,UKPN London,London,2020-02-02T13:00Z,2020-02-02T13:30Z,197,moderate,14.3,2.4,32,27.1,3.8,0,1.7,3.6,15.1
13,UKPN London,London,2020-02-02T13:30Z,2020-02-02T14:00Z,180,moderate,12.9,1.5,34.4,28.5,2.7,0,1.5,3.3,15.2
13,UKPN London,London,2020-02-02T14:00Z,2020-02-02T14:30Z,150,low,10.4,1.2,31.7,27.9,4.1,0,1.6,3.7,19.4
13,UKPN London,London,2020-02-02T14:30Z,2020-02-02T15:00Z,157,low,10,1.1,32.6,28.1,4.3,0,1.7,2.7,19.5
13,UKPN London,London,2020-02-02T15:00Z,2020-02-02T15:30Z,194,moderate,5.3,0.4,51.2,21.8,2.6,0,1.7,1.3,15.7
13,UKPN London,London,2020-02-02T15:30Z,2020-02-02T16:00Z,202,moderate,5.3,0.6,48.6,25.4,2.5,0,1.9,0.5,15.2
13,UKPN London,London,2020-02-02T16:00Z,2020-02-02T16:30Z,206,moderate,6.5,1,45.7,27,1.9,0,2.1,0.1,15.7
13,UKPN London,London,2020-02-02T16:30Z,2020-02-02T17:00Z,220,moderate,6.7,1.3,47.3,29.5,0.4,0,2,0,12.8
13,UKPN London,London,2020-02-02T17:00Z,2020-02-02T17:30Z,228,moderate,7.9,1.8,45,29.7,0.7,0,2.1,0,12.8
13,UKPN London,London,2020-02-02T17:30Z,2020-02-02T18:00Z,221,moderate,5.3,0.9,51.2,27.1,0.4,0,2.1,0,13
13,UKPN London,London,2020-02-02T18:00Z,2020-02-02T18:30Z,220,moderate,0,0,60.9,25.4,0,0,1.7,0,12
13,UKPN London,London,2020-02-02T18:30Z,2020-02-02T19:00Z,223,moderate,0,0,60.6,25.8,0,0,1.8,0,11.8
13,UKPN London,London,2020-02-02T19:00Z,2020-02-02T19:30Z,224,moderate,0,0,60.2,27,0,0,1,0,11.8
13,UKPN London,London,2020-02-02T19:30Z,2020-02-02T20:00Z,215,moderate,0,0,63.1,23.7,0,0,0.6,0,12.6
13,UKPN London,London,2020-02-02T20:00Z,2020-02-02T20:30Z,202,moderate,0,0,65.5,19.7,0,0,0.7,0,14.1
13,UKPN London,London,2020-02-02T20:30Z,2020-02-02T21:00Z,192,moderate,0,0,68.1,16.3,0,0,0.9,0,14.7
13,UKPN London,London,2020-02-02T21:00Z,2020-02-02T21:30Z,0,very low,100,0,0,0,0,0,0,0,0
13,UKPN London,London,2020-02-02T21:30Z,2020-02-02T22:00Z,0,very low,100,0,0,0,0,0,0,0,0
13,UKPN London,London,2020-02-02T22:00Z,2020-02-02T22:30Z,0,very low,100,0,0,0,0,0,0,0,0
13,UKPN London,London,2020-02-02T22:30Z,2020-02-02T23:00Z,0,very low,100,0,0,0,0,0,0,0,0
13,UKPN London,London,2020-02-02T23:00Z,2020-02-02T23:30Z,-1,very low,100,0,0,0,0,0,0,0,0
13,UKPN London,London,2020-02-02T23:30Z,2020-02-03T00:00Z,0,very low,0,0,0,0,0.5,0,0,0,99.5
13,UKPN London,London,2020-02-03T00:00Z,2020-02-03T00:30Z,4,very low,0.7,0,0,0.4,2.3,0,0.1,0,96.5
13,UKPN London,London,2020-02-03T00:30Z,2020-02-03T01:00Z,63,low,17.4,0.6,0.2,9.2,25.4,0,1.9,0,45.3
13,UKPN London,London,2020-02-03T01:00Z,2020-02-03T01:30Z,64,low,19,0.7,0.3,8.2,25.1,0,1.9,0,44.8
13,UKPN London,London,2020-02-03T01:30Z,2020-02-03T02:00Z,66,low,18.4,1,0.4,8.6,25.2,0,2.4,0,44
13,UKPN London,London,2020-02-03T02:00Z,2020-02-03T02:30Z,71,low,19.2,1,0.3,9.4,24.7,0,2.3,0,43.1
13,UKPN London,London,2020-02-03T02:30Z,2020-02-03T03:00Z,74,low,18.9,0.9,0.1,11.1,23.4,0,3,0,42.6
13,UKPN London,London,2020-02-03T03:00Z,2020-02-03T03:30Z,72,low,18.6,0.9,0.1,10.5,23.7,0,2.9,0,43.3
13,UKPN London,London,2020-02-03T03:30Z,2020-02-03T04:00Z,69,low,18,0.9,0.1,10.1,24.2,0,2.9,0,43.8
13,UKPN London,London,2020-02-03T04:00Z,2020-02-03T04:30Z,70,low,18.7,0.9,0.1,9.7,24.3,0,2.8,0,43.5
13,UKPN London,London,2020-02-03T04:30Z,2020-02-03T05:00Z,77,low,18.1,0.6,0.1,12.2,24,0,2.5,0,42.5
13,UKPN London,London,2020-02-03T05:00Z,2020-02-03T05:30Z,85,low,19,0.8,0.1,13.5,23.2,0,2.2,0,41.2
13,UKPN London,London,2020-02-03T05:30Z,2020-02-03T06:00Z,104,low,18.8,1.3,0.2,16.1,22.3,0,2.1,0,39.2
13,UKPN London,London,2020-02-03T06:00Z,2020-02-03T06:30Z,123,low,15.9,2.1,0.6,19.6,21.1,0,2.4,0,38.3
13,UKPN London,London,2020-02-03T06:30Z,2020-02-03T07:00Z,144,low,14.5,2.3,0.6,26,18.7,0,2.2,0,35.7
13,UKPN London,London,2020-02-03T07:00Z,2020-02-03T07:30Z,149,low,15,2.1,0.5,27.9,18,0,2,0,34.5
13,UKPN London,London,2020-02-03T07:30Z,2020-02-03T08:00Z,152,low,15.7,1.8,0.2,29.1,17,0,2.1,0,34.1
13,UKPN London,London,2020-02-03T08:00Z,2020-02-03T08:30Z,159,low,16.5,1.5,0.1,31.3,15.3,0,2.1,0.6,32.6
13,UKPN London,London,2020-02-03T08:30Z,2020-02-03T09:00Z,178,moderate,19.6,2.4,3,30.8,11.1,0,2.8,1.4,28.9
13,UKPN London,London,2020-02-03T09:00Z,2020-02-03T09:30Z,196,moderate,7.2,0.9,50.3,19.8,2.3,0,1.9,2.2,15.4
13,UKPN London,London,2020-02-03T09:30Z,2020-02-03T10:00Z,196,moderate,5.2,0.8,57.5,18.5,0.6,0,1.2,3,13.2
13,UKPN London,London,2020-02-03T10:00Z,2020-02-03T10:30Z,183,moderate,4.1,0.6,57.9,17.8,0.5,0,1.3,4.2,13.6
13,UKPN London,London,2020-02-03T10:30Z,2020-02-03T11:00Z,185,moderate,3.6,0.5,59,17.4,0.4,0,1.2,4.9,13
13,UKPN London,London,2020-02-03T11:00Z,2020-02-03T11:30Z,198,moderate,4.5,0.8,56.3,17.8,0.9,0,1.2,5.6,12.9
13,UKPN London,London,2020-02-03T11:30Z,2020-02-03T12:00Z,209,moderate,4.6,0.9,52.7,23.3,0.8,0,1,4.8,11.9
13,UKPN London,London,2020-02-03T12:00Z,2020-02-03T12:30Z,208,moderate,3.8,0.8,55.2,22.8,0.7,0,1,4.2,11.5
13,UKPN London,London,2020-02-03T12:30Z,2020-02-03T13:00Z,207,moderate,3.3,0.5,56.7,23,0.5,0,1.1,4.2,10.7
13,UKPN London,London,2020-02-03T13:00Z,2020-02-03T13:30Z,209,moderate,2.2,0.3,60.4,21.5,0.4,0,1.3,3.5,10.4
13,UKPN London,London,2020-02-03T13:30Z,2020-02-03T14:00Z,219,moderate,1.7,0.3,59.8,25.1,0.4,0,1.1,2.3,9.3
13,UKPN London,London,2020-02-03T14:00Z,2020-02-03T14:30Z,227,moderate,2.4,0.5,57.7,27.3,0.5,0,1.1,1.8,8.7
13,UKPN London,London,2020-02-03T14:30Z,2020-02-03T15:00Z,231,moderate,2.8,0.5,56.9,28.6,0.6,0,1.1,1.2,8.3
13,UKPN London,London,2020-02-03T15:00Z,2020-02-03T15:30Z,235,moderate,3.2,0.4,52.6,32.1,0.8,0,1.9,0.6,8.4
13,UKPN London,London,2020-02-03T15:30Z,2020-02-03T16:00Z,234,moderate,3.7,0.6,51.2,32.4,1.1,0,1.9,0.3,8.8
13,UKPN London,London,2020-02-03T16:00Z,2020-02-03T16:30Z,230,moderate,4.6,0.8,46.8,34.5,1.5,0,2.1,0.1,9.6
13,UKPN London,London,2020-02-03T16:30Z,2020-02-03T17:00Z,238,moderate,5.9,1.7,41.1,36.4,1.9,0,2.1,0,10.9
13,UKPN London,London,2020-02-03T17:00Z,2020-02-03T17:30Z,242,moderate,5.6,1.6,43.1,35,1.8,0,2.1,0,10.8
13,UKPN London,London,2020-02-03T17:30Z,2020-02-03T18:00Z,240,moderate,4.7,1.3,48.4,32.9,1.1,0,1.9,0,9.7
13,UKPN London,London,2020-02-03T18:00Z,2020-02-03T18:30Z,238,moderate,4,1.3,52.4,30.4,0.7,0,2,0,9.2
13,UKPN London,London,2020-02-03T18:30Z,2020-02-03T19:00Z,229,moderate,2.7,0.7,59.1,26.5,0.4,0,1.8,0,8.8
13,UKPN London,London,2020-02-03T19:00Z,2020-02-03T19:30Z,220,moderate,1.4,0.3,64.6,22.6,0.1,0,1.7,0,9.3
13,UKPN London,London,2020-02-03T19:30Z,2020-02-03T20:00Z,214,moderate,0.5,0.1,67,20.5,0,0,1.3,0,10.6
13,UKPN London,London,2020-02-03T20:00Z,2020-02-03T20:30Z,208,moderate,0,0,68.6,19.2,0,0,1.3,0,10.9
13,UKPN London,London,2020-02-03T20:30Z,2020-02-03T21:00Z,200,moderate,0,0,70.7,15.8,0,0,1.3,0,12.2
13,UKPN London,London,2020-02-03T21:00Z,2020-02-03T21:30Z,99,low,0,0,67.4,17.7,0,0,1.2,0,13.7
13,UKPN London,London,2020-02-03T21:30Z,2020-02-03T22:00Z,0,very low,100,0,0,0,0,0,0,0,0
13,UKPN London,London,2020-02-03T22:00Z,2020-02-03T22:30Z,0,very low,100,0,0,0,0,0,0,0,0
13,UKPN London,London,2020-02-03T22:30Z,2020-02-03T23:00Z,0,very low,100,0,0,0,0,0,0,0,0
13,UKPN London,London,2020-02-03T23:00Z,2020-02-03T23:30Z,0,very low,100,0,0,0,0,0,0,0,0
13,UKPN London,London,2020-02-03T23:30Z,2020-02-04T00:00Z,0,very low,100,0,0,0,0,0,0,0,0
13,UKPN London,London,2020-02-04T00:00Z,2020-02-04T00:30Z,6,very low,0,0,0,1.1,2.1,0,0,0,96.8
13,UKPN London,London,2020-02-04T00:30Z,2020-02-04T01:00Z,13,very low,0.4,0,0,2.6,5.2,0,0.2,0,91.6
13,UKPN London,London,2020-02-04T01:00Z,2020-02-04T01:30Z,15,very low,0.8,0,0,3.2,7.9,0,0.4,0,87.7
13,UKPN London,London,2020-02-04T01:30Z,2020-02-04T02:00Z,30,very low,1.1,0.1,0.1,3.6,9.2,0,0.6,0,85.3
13,UKPN London,London,2020-02-04T02:00Z,2020-02-04T02:30Z,46,very low,4.7,0.3,0.2,13,32.1,0,1.9,0,47.8
13,UKPN London,London,2020-02-04T02:30Z,2020-02-04T03:00Z,87,low,9.6,2.4,0.4,13,25.8,0,3.2,0,45.6
13,UKPN London,London,2020-02-04T03:00Z,2020-02-04T03:30Z,85,low,9.7,2.5,0.4,12.2,25.6,0,3.2,0,46.4
13,UKPN London,London,2020-02-04T03:30Z,2020-02-04T04:00Z,91,low,9.9,2.7,0.5,12.6,25.2,0,3.1,0,46
13,UKPN London,London,2020-02-04T04:00Z,2020-02-04T04:30Z,104,low,10.7,3,0.6,15.3,23.5,0,2.8,0,44.1
13,UKPN London,London,2020-02-04T04:30Z,2020-02-04T05:00Z,96,low,10.5,3.1,0.6,14.1,24.1,0,2.8,0,44.8
13,UKPN London,London,2020-02-04T05:00Z,2020-02-04T05:30Z,88,low,10.1,2.3,0.6,12,25.6,0,3.1,0,46.3
13,UKPN London,London,2020-02-04T05:30Z,2020-02-04T06:00Z,117,low,11.4,3.4,0.7,16,23,0,2.6,0,42.9
13,UKPN London,London,2020-02-04T06:00Z,2020-02-04T06:30Z,153,low,10.1,4.3,1.8,24,19.5,0,2.1,0,38.2
13,UKPN London,London,2020-02-04T06:30Z,2020-02-04T07:00Z,160,moderate,10.5,4.2,1.8,26.5,18.8,0,2,0,36.2
13,UKPN London,London,2020-02-04T07:00Z,2020-02-04T07:30Z,163,moderate,12.3,4.2,3.5,25.9,17.5,0,1.9,0,34.7
13,UKPN London,London,2020-02-04T07:30Z,2020-02-04T08:00Z,167,moderate,13.4,4.7,4.5,25.4,15.4,0,1.9,0,34.7
13,UKPN London,London,2020-02-04T08:00Z,2020-02-04T08:30Z,177,moderate,13.4,4.5,4.3,27.6,13.3,0,2.3,0.5,34.1
13,UKPN London,London,2020-02-04T08:30Z,2020-02-04T09:00Z,189,moderate,11,3.8,27.6,23.2,5.9,0,2.5,1.4,24.6
13,UKPN London,London,2020-02-04T09:00Z,2020-02-04T09:30Z,181,moderate,8.1,1.8,47,16.7,2.5,0,1.9,2.7,19.3
13,UKPN London,London,2020-02-04T09:30Z,2020-02-04T10:00Z,176,moderate,5,1.2,57.4,12.8,0.9,0,2.2,3.7,16.8
13,UKPN London,London,2020-02-04T10:00Z,2020-02-04T10:30Z,176,moderate,4.7,1.1,58.1,13.2,0.7,0,1.4,4.5,16.3
13,UKPN London,London,2020-02-04T10:30Z,2020-02-04T11:00Z,178,moderate,4.5,0.9,58.8,13,0.6,0,1.5,4.7,16
13,UKPN London,London,2020-02-04T11:00Z,2020-02-04T11:30Z,191,moderate,6.5,1.4,53.2,15.1,1.3,0,1.4,5.5,15.6
13,UKPN London,London,2020-02-04T11:30Z,2020-02-04T12:00Z,206,moderate,6.5,2.6,50.5,19.1,1.1,0,1.1,4.3,14.8
13,UKPN London,London,2020-02-04T12:00Z,2020-02-04T12:30Z,203,moderate,7.5,2.4,47.6,20.7,1.3,0,1.1,3.9,15.5
13,UKPN London,London,2020-02-04T12:30Z,2020-02-04T13:00Z,201,moderate,6.1,1.7,52.9,18.9,0.8,0,1.2,3.6,14.8
13,UKPN London,London,2020-02-04T13:00Z,2020-02-04T13:30Z,208,moderate,7.3,2.4,48.7,21,0.9,0,1.1,3.5,15.1
13,UKPN London,London,2020-02-04T13:30Z,2020-02-04T14:00Z,214,moderate,5.9,2.2,48.4,23.2,1,0,1.4,2.8,15.1
13,UKPN London,London,2020-02-04T14:00Z,2020-02-04T14:30Z,219,moderate,5.8,2.5,49.6,23.8,0.4,0,1.5,2.1,14.3
13,UKPN London,London,2020-02-04T14:30Z,2020-02-04T15:00Z,223,moderate,5.9,2.5,48.3,25.5,0.4,0,1.2,1.6,14.6
13,UKPN London,London,2020-02-04T15:00Z,2020-02-04T15:30Z,225,moderate,5.2,2.3,42.2,29.4,2.1,0,0.8,1.3,16.7
13,UKPN London,London,2020-02-04T15:30Z,2020-02-04T16:00Z,241,moderate,6.5,3.3,29.9,36.9,3.5,0,0.9,0.6,18.4
13,UKPN London,London,2020-02-04T16:00Z,2020-02-04T16:30Z,251,moderate,7,3.5,20,43.4,5.2,0,0.9,0.2,19.8
13,UKPN London,London,2020-02-04T16:30Z,2020-02-04T17:00Z,261,high,7.3,3.8,16.4,46.8,5.5,0,0.9,0,19.3
13,UKPN London,London,2020-02-04T17:00Z,2020-02-04T17:30Z,266,high,7,4.3,10.3,50.8,6.5,0,1,0,20.1
13,UKPN London,London,2020-02-04T17:30Z,2020-02-04T18:00Z,258,moderate,6.2,4,16.7,46.7,5.9,0,0.9,0,19.6
13,UKPN London,London,2020-02-04T18:00Z,2020-02-04T18:30Z,253,moderate,5.1,3.2,21.6,44.1,5.8,0,0.9,0,19.3
13,UKPN London,London,2020-02-04T18:30Z,2020-02-04T19:00Z,244,moderate,0.2,0.1,58.2,33.5,0,0,1.2,0,6.8
13,UKPN London,London,2020-02-04T19:00Z,2020-02-04T19:30Z,223,moderate,1,0.5,39.2,35.7,5.1,0,0.6,0,17.9
13,UKPN London,London,2020-02-04T19:30Z,2020-02-04T20:00Z,224,moderate,0,0,44.2,34.4,4.3,0,0.5,0,16.6
13,UKPN London,London,2020-02-04T20:00Z,2020-02-04T20:30Z,229,moderate,0,0,49.3,33.4,2.7,0,0.4,0,14.2
13,UKPN London,London,2020-02-04T20:30Z,2020-02-04T21:00Z,232,moderate,0,0,53.9,31.6,1.1,0,0.6,0,12.8
13,UKPN London,London,2020-02-04T21:00Z,2020-02-04T21:30Z,231,moderate,0,0,57.8,30,0,0,0.4,0,11.8
13,UKPN London,London,2020-02-04T21:30Z,2020-02-04T22:00Z,224,moderate,0,0,60.1,27.2,0,0,0.7,0,12
13,UKPN London,London,2020-02-04T22:00Z,2020-02-04T22:30Z,215,moderate,0,0,63.2,24.1,0,0,0.9,0,11.8
13,UKPN London,London,2020-02-04T22:30Z,2020-02-04T23:00Z,208,moderate,0,0,65.2,21.2,0,0,1.6,0,12
13,UKPN London,London,2020-02-04T23:00Z,2020-02-04T23:30Z,206,moderate,0,0,68.1,19,0,0,1.7,0,11.2
13,UKPN London,London,2020-02-04T23:30Z,2020-02-05T00:00Z,207,moderate,0,0,70.2,18.2,0,0,2.2,0,9.4
13,UKPN London,London,2020-02-05T00:00Z,2020-02-05T00:30Z,210,moderate,0,0,69.4,19.1,0,0,2.1,0,9.4
13,UKPN London,London,2020-02-05T00:30Z,2020-02-05T01:00Z,219,moderate,3.7,0,62.6,23.4,0,0,1.6,0,8.7
13,UKPN London,London,2020-02-05T01:00Z,2020-02-05T01:30Z,225,moderate,8.5,0,54.3,27.7,0.5,0,1.1,0,7.9
13,UKPN London,London,2020-02-05T01:30Z,2020-02-05T02:00Z,226,moderate,9.1,0,53.2,28.5,0.5,0,1.1,0,7.6
13,UKPN London,London,2020-02-05T02:00Z,2020-02-05T02:30Z,228,moderate,9.6,0.1,51.9,29.4,0.6,0,1.2,0,7.2
13,UKPN London,London,2020-02-05T02:30Z,2020-02-05T03:00Z,217,moderate,5.5,0.8,67.3,18.5,0,0,1.2,0,6.7
13,UKPN London,London,2020-02-05T03:00Z,2020-02-05T03:30Z,223,moderate,6.3,0.8,65.5,20.5,0,0,1.2,0,5.7
13,UKPN London,London,2020-02-05T03:30Z,2020-02-05T04:00Z,226,moderate,7.8,1.1,62.7,21.9,0,0,1.5,0,5
13,UKPN London,London,2020-02-05T04:00Z,2020-02-05T04:30Z,225,moderate,8.1,1.1,62.6,21.9,0,0,1.6,0,4.7
13,UKPN London,London,2020-02-05T04:30Z,2020-02-05T05:00Z,205,moderate,8,1,64.9,19.8,0,0,1.6,0,4.7
13,UKPN London,London,2020-02-05T05:00Z,2020-02-05T05:30Z,194,moderate,11.4,1.8,50,29.4,0.2,0,1.9,0,5.3
13,UKPN London,London,2020-02-05T05:30Z,2020-02-05T06:00Z,277,high,18,3.5,24.9,46.7,0.7,0,1.6,0,4.6
13,UKPN London,London,2020-02-05T06:00Z,2020-02-05T06:30Z,336,high,18.8,6.3,3.1,62.7,1.9,0,1.9,0,5.3
13,UKPN London,London,2020-02-05T06:30Z,2020-02-05T07:00Z,354,high,15.1,6.5,0,69.6,2.1,0,1.8,0,4.9
13,UKPN London,London,2020-02-05T07:00Z,2020-02-05T07:30Z,363,very high,13.1,6.8,0,71.4,2.2,0,1.7,0,4.8
13,UKPN London,London,2020-02-05T07:30Z,2020-02-05T08:00Z,361,very high,12.8,8.2,0.9,69.5,2.4,0,1.5,0,4.7
13,UKPN London,London,2020-02-05T08:00Z,2020-02-05T08:30Z,336,high,12.6,7.7,5.9,62.8,4.8,0,1.4,0.6,4.2
13,UKPN London,London,2020-02-05T08:30Z,2020-02-05T09:00Z,299,high,9.3,5.1,20.6,54.4,5.3,0,1.1,1.8,2.4
13,UKPN London,London,2020-02-05T09:00Z,2020-02-05T09:30Z,282,high,5.7,3.2,27.2,51.9,6.2,0,0.8,3.2,1.8
13,UKPN London,London,2020-02-05T09:30Z,2020-02-05T10:00Z,270,high,4.2,3.1,29.4,50,6.6,0,0.5,4.7,1.5
13,UKPN London,London,2020-02-05T10:00Z,2020-02-05T10:30Z,272,high,5.2,5,21.8,52,7.1,0,0.5,6.6,1.8
13,UKPN London,London,2020-02-05T10:30Z,2020-02-05T11:00Z,280,high,5.6,6.4,20.6,50.4,7,0,0.4,7.8,1.8
13,UKPN London,London,2020-02-05T11:00Z,2020-02-05T11:30Z,303,high,6.5,8.2,17.1,50.2,6.7,0,0.5,8.6,2.2
13,UKPN London,London,2020-02-05T11:30Z,2020-02-05T12:00Z,325,high,9,11.5,5.4,52.1,7.1,0,0.6,10.3,4
13,UKPN London,London,2020-02-05T12:00Z,2020-02-05T12:30Z,321,high,9.7,11.5,6.1,50.4,6.7,0,0.7,10.7,4.2
13,UKPN London,London,2020-02-05T12:30Z,2020-02-05T13:00Z,320,high,10.2,10.6,7.2,51.2,5.8,0,0.7,10.1,4.2
13,UKPN London,London,2020-02-05T13:00Z,2020-02-05T13:30Z,328,high,10.8,10.6,2.2,53.8,7.3,0,0.5,9.7,5.1
13,UKPN London,London,2020-02-05T13:30Z,2020-02-05T14:00Z,333,high,12.1,11.6,0,53.2,8.7,0,0.4,8.1,5.9
